,Unnamed: 0,title,rating,fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Protein,Added sugars,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Biotin,Pantothenic acid,Phosphorus,Magnesium,Zinc,Selenium,Copper,Manganese,Molybdenum,Potassium,Choline
34,3079,Currant Tea Scones,4.375,0.282051282051282,0.425,0.0,27.99272727272728,1.8695652173913044,15.714285714285715,6.860000000000001,0.0,0.4444444444444444,5.222222222222222,6.769230769230769,10.444444444444445,0.0,0.7333333333333333,0.0,13.333333333333334,10.923076923076922,10.09375,17.41176470588235,2.5,0.0,0.0,0.0,7.920000000000001,8.571428571428571,3.363636363636364,1.2727272727272725,33.11111111111111,0.0,0.0,16.53191489361702,1.927272727272727
35,2242,Mini Star-Anise Scones,5.0,58.846153846153854,19.58,0.0,20.60727272727273,35.47826086956522,52.142857142857146,35.2,0.0,1.7777777777777777,27.77777777777777,49.69230769230769,205.5555555555556,0.0,0.0,0.0,28.33333333333334,22.307692307692307,19.125,38.235294117647065,2.5,0.0,0.0,15.94,35.2,40.47619047619048,48.18181818181818,9.090909090909092,101.11111111111111,100.0,0.0,30.638297872340424,0.0
36,3796,Four Flowers Juice,5.0,8.012820512820513,0.0,0.0,99.89090909090908,44.26086956521739,37.5,34.52,0.0,0.0,16.666666666666664,12.384615384615389,9.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,14431,Fresh Peach and Gingercream Shortcakes,5.0,58.58974358974359,75.2,30.33333333333333,39.92727272727272,33.391304347826086,7.857142857142858,15.94,84.8,0.0,5.888888888888888,3.5384615384615388,14.77777777777778,0.0,0.0,0.0,0.0,11.615384615384617,11.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,4943,Chocolate Zucchini Mini-Muffins,4.375,201.948717948718,325.675,33.333333333333336,73.66181818181819,58.46782608695652,49.64285714285714,150.74,8.6,33.666666666666664,6.333333333333334,35.38461538461538,70.16666666666669,0.0,3.4666666666666663,0.0,5.083333333333333,16.846153846153847,4.86875,5.882352941176471,10.0,15.416666666666668,0.0,5.2,44.8,67.85714285714286,54.09090909090909,38.90909090909091,254.44444444444449,84.78260869565219,0.0,20.425531914893615,2.4363636363636365
39,14884,Whole Wheat Pancakes with Bananas and Pecans,4.375,86.79487179487181,80.0,10.666666666666668,34.18181818181818,7.859130434782608,26.07142857142857,47.62,0.0,0.0,0.0,13.07692307692308,33.27777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.56,59.76190476190476,46.09090909090909,37.63636363636363,246.66666666666669,84.78260869565219,0.0,13.574468085106384,0.0
40,15387,Cowboy Frittata,5.0,87.22564102564102,185.1,63.66666666666666,53.41090909090909,68.56521739130436,34.07857142857143,101.67,0.0,0.0,115.7777777777778,72.57692307692308,26.81111111111112,0.0,0.0,0.0,86.59166666666668,32.36923076923077,33.2875,14.529411764705882,0.0,0.0,0.0,0.0,1.344,2.142857142857143,1.1454545454545455,0.0,6.422222222222223,4.343478260869565,0.0,3.4680851063829787,0.0
41,4536,Oatmeal Wheat Bread,4.375,39.910256410256416,80.935,10.666666666666668,64.5709090909091,25.086956521739133,26.78571428571429,21.880000000000003,0.0,0.0,0.5555555555555556,22.230769230769237,3.499999999999999,8.5,2.466666666666667,0.0,1.916666666666667,3.5384615384615383,1.10625,1.7058823529411766,1.0,20.833333333333336,0.0,1.36,1.92,2.380952380952381,3.727272727272728,4.181818181818182,7.222222222222222,3.4782608695652173,0.0,1.4893617021276595,0.7636363636363637
42,7395,Banana-Raspberry Bread,4.375,8.012820512820513,0.0,0.0,50.690909090909095,41.21739130434783,35.0,32.14,111.20000000000002,0.0,16.666666666666664,9.615384615384617,6.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,3582,Vanilla-Scented Granola,5.0,2.9871794871794872,0.935,0.0,31.91636363636364,2.0434782608695654,2.5,1.92,0.0,0.0,0.5555555555555556,12.384615384615383,3.499999999999999,8.5,2.466666666666667,0.0,1.916666666666667,3.5384615384615383,1.10625,1.7058823529411766,1.0,20.833333333333336,0.0,1.36,1.92,2.380952380952381,3.727272727272728,4.181818181818182,7.222222222222222,3.4782608695652173,0.0,1.4893617021276595,0.7636363636363637
44,19966,Scrambled Eggs with Chive Pesto and Prosciutto,4.375,73.3076923076923,158.83,63.66666666666666,31.654545454545456,121.6086956521739,31.42857142857143,84.98,0.0,24.22222222222222,69.77777777777779,22.923076923076927,22.27777777777778,0.0,1.4,0.0,6.5,8.846153846153847,4.04375,8.11764705882353,26.25,0.0,0.0,0.0,4.64,10.0,5.090909090909091,1.6363636363636365,17.444444444444443,0.0,0.0,6.297872340425532,0.9454545454545455
45,2798,Soufflé Pancake,4.375,42.358974358974365,80.0,10.666666666666668,40.07272727272728,23.130434782608692,23.57142857142857,33.22,0.0,0.0,6.777777777777777,12.461538461538463,16.944444444444443,0.0,0.0,0.0,0.0,22.15384615384616,21.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,6954,Ginger Yogurt with Berries and Crunchy Caramel,4.375,4.948717948717949,11.115000000000002,5.0,6.138181818181819,2.130434782608696,14.64285714285714,8.56,0.0,0.3333333333333333,19.33333333333333,11.46153846153846,3.055555555555556,0.0,4.666666666666666,0.0,2.416666666666667,14.615384615384617,4.356249999999999,3.0,5.0,15.416666666666668,0.0,0.0,1.6,6.428571428571429,7.181818181818182,0.7272727272727273,7.111111111111111,0.0,0.0,5.914893617021276,1.4363636363636365
47,8562,Buttery Cornbread,4.375,40.05128205128206,80.0,10.666666666666668,61.018181818181816,23.043478260869566,50.35714285714286,34.6,0.0,0.0,0.0,9.846153846153848,13.555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8510638297872335,0.0
48,3604,Baked French Toast with Pecan Crumble,5.0,142.26923076923077,30.9,0.0,33.85454545454545,26.076521739130435,75.0,60.86,0.0,1.4444444444444444,34.55555555555555,9.230769230769232,48.22222222222221,0.0,9.333333333333332,0.0,55.00000000000001,33.07692307692308,29.1875,22.88235294117647,9.25,0.0,0.0,18.520000000000003,65.03999999999999,89.76190476190476,90.0909090909091,46.18181818181817,402.44444444444446,303.86956521739137,0.0,22.404255319148938,7.363636363636364
49,6304,Oat and Nut Granola with Sunflower Seeds,4.375,54.52564102564103,64.54,5.666666666666666,27.370909090909088,5.130434782608697,43.57142857142857,32.52,0.0,1.3333333333333337,6.777777777777777,32.53846153846154,25.166666666666668,8.5,2.466666666666667,0.0,26.083333333333336,13.692307692307692,33.475,17.823529411764707,12.75,20.833333333333336,0.0,16.319999999999997,11.52,13.809523809523808,9.272727272727272,2.727272727272727,122.11111111111111,5.739130434782609,0.0,19.0,0.3636363636363636
50,7482,Carrot-Ginger Elixir,5.0,0.3076923076923077,0.1399999999999999,0.0,3.52,3.260869565217391,10.357142857142856,1.7399999999999998,0.0,84.66666666666667,4.666666666666667,2.769230769230769,0.6666666666666666,0.0,4.4,0.0,4.5,8.153846153846153,6.7125,7.647058823529412,10.0,0.0,0.0,0.0,2.8000000000000003,2.857142857142857,1.8181818181818183,0.0,5.666666666666666,0.0,0.0,5.48936170212766,1.4909090909090907
